row_id,service,zone,weight_lbs,packaging,rate_usd,page,source_row,source_data,extraction_method
349,home_delivery,2,64,FedEx Tube,56.27,pdf_page_107,12,"['', '64', '31.07', '38.97', '45.05', '56.27', '67.80', '79.67', '94.98']",pdfplumber
350,home_delivery,2,64,Your Packaging,67.80,pdf_page_107,12,"['', '64', '31.07', '38.97', '45.05', '56.27', '67.80', '79.67', '94.98']",pdfplumber
351,ground,2,65,FedEx Envelope,31.41,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
352,ground,2,65,FedEx Pak,40.01,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
353,ground,2,65,FedEx Box,45.06,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
354,ground,2,65,FedEx Tube,56.28,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
355,ground,2,65,Your Packaging,68.39,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
356,home_delivery,2,65,FedEx Envelope,31.41,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
357,home_delivery,2,65,FedEx Pak,40.01,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
358,home_delivery,2,65,FedEx Box,45.06,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
359,home_delivery,2,65,FedEx Tube,56.28,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
360,home_delivery,2,65,Your Packaging,68.39,pdf_page_107,13,"['', '65', '31.41', '40.01', '45.06', '56.28', '68.39', '79.86', '95.13']",pdfplumber
361,ground,2,71,FedEx Envelope,32.77,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
362,ground,2,71,FedEx Pak,42.15,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
363,ground,2,71,FedEx Box,50.09,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
364,ground,2,71,FedEx Tube,60.90,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
365,ground,2,71,Your Packaging,72.24,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
366,home_delivery,2,71,FedEx Envelope,32.77,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
367,home_delivery,2,71,FedEx Pak,42.15,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
368,home_delivery,2,71,FedEx Box,50.09,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
369,home_delivery,2,71,FedEx Tube,60.90,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
370,home_delivery,2,71,Your Packaging,72.24,pdf_page_107,15,"['', '71', '32.77', '42.15', '50.09', '60.90', '72.24', '83.07', '97.82']",pdfplumber
371,ground,2,72,FedEx Envelope,33.71,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
372,ground,2,72,FedEx Pak,42.16,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
373,ground,2,72,FedEx Box,51.15,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
374,ground,2,72,FedEx Tube,60.92,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
375,ground,2,72,Your Packaging,73.43,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
376,home_delivery,2,72,FedEx Envelope,33.71,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
377,home_delivery,2,72,FedEx Pak,42.16,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
378,home_delivery,2,72,FedEx Box,51.15,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
379,home_delivery,2,72,FedEx Tube,60.92,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
380,home_delivery,2,72,Your Packaging,73.43,pdf_page_107,16,"['', '72', '33.71', '42.16', '51.15', '60.92', '73.43', '86.61', '97.97']",pdfplumber
381,ground,2,73,FedEx Envelope,33.92,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
382,ground,2,73,FedEx Pak,42.56,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
383,ground,2,73,FedEx Box,51.16,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
384,ground,2,73,FedEx Tube,61.82,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
385,ground,2,73,Your Packaging,74.22,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
386,home_delivery,2,73,FedEx Envelope,33.92,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
387,home_delivery,2,73,FedEx Pak,42.56,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
388,home_delivery,2,73,FedEx Box,51.16,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
389,home_delivery,2,73,FedEx Tube,61.82,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
390,home_delivery,2,73,Your Packaging,74.22,pdf_page_107,17,"['', '73', '33.92', '42.56', '51.16', '61.82', '74.22', '86.76', '97.98']",pdfplumber
391,ground,2,74,FedEx Envelope,34.82,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
392,ground,2,74,FedEx Pak,42.57,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
393,ground,2,74,FedEx Box,51.17,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
394,ground,2,74,FedEx Tube,61.84,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
395,ground,2,74,Your Packaging,75.36,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
396,home_delivery,2,74,FedEx Envelope,34.82,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
397,home_delivery,2,74,FedEx Pak,42.57,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
398,home_delivery,2,74,FedEx Box,51.17,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
399,home_delivery,2,74,FedEx Tube,61.84,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
400,home_delivery,2,74,Your Packaging,75.36,pdf_page_107,18,"['', '74', '34.82', '42.57', '51.17', '61.84', '75.36', '86.77', '97.99']",pdfplumber
401,ground,2,75,FedEx Envelope,36.11,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
402,ground,2,75,FedEx Pak,42.59,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
403,ground,2,75,FedEx Box,51.18,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
404,ground,2,75,FedEx Tube,62.32,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
405,ground,2,75,Your Packaging,75.37,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
406,home_delivery,2,75,FedEx Envelope,36.11,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
407,home_delivery,2,75,FedEx Pak,42.59,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
408,home_delivery,2,75,FedEx Box,51.18,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
409,home_delivery,2,75,FedEx Tube,62.32,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
410,home_delivery,2,75,Your Packaging,75.37,pdf_page_107,19,"['', '75', '36.11', '42.59', '51.18', '62.32', '75.37', '87.65', '98.00']",pdfplumber
411,ground,2,81,FedEx Envelope,44.50,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
412,ground,2,81,FedEx Pak,50.66,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
413,ground,2,81,FedEx Box,56.55,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
414,ground,2,81,FedEx Tube,67.25,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
415,ground,2,81,Your Packaging,81.97,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
416,home_delivery,2,81,FedEx Envelope,44.50,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
417,home_delivery,2,81,FedEx Pak,50.66,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
418,home_delivery,2,81,FedEx Box,56.55,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
419,home_delivery,2,81,FedEx Tube,67.25,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
420,home_delivery,2,81,Your Packaging,81.97,pdf_page_107,21,"['', '81', '44.50', '50.66', '56.55', '67.25', '81.97', '95.58', '101.68']",pdfplumber
421,ground,2,82,FedEx Envelope,45.94,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
422,ground,2,82,FedEx Pak,51.90,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
423,ground,2,82,FedEx Box,59.11,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
424,ground,2,82,FedEx Tube,68.97,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
425,ground,2,82,Your Packaging,82.19,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
426,home_delivery,2,82,FedEx Envelope,45.94,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
427,home_delivery,2,82,FedEx Pak,51.90,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
428,home_delivery,2,82,FedEx Box,59.11,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
429,home_delivery,2,82,FedEx Tube,68.97,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
430,home_delivery,2,82,Your Packaging,82.19,pdf_page_107,22,"['', '82', '45.94', '51.90', '59.11', '68.97', '82.19', '98.06', '101.69']",pdfplumber
431,ground,2,83,FedEx Envelope,45.95,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
432,ground,2,83,FedEx Pak,51.91,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
433,ground,2,83,FedEx Box,59.12,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
434,ground,2,83,FedEx Tube,68.98,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
435,ground,2,83,Your Packaging,82.43,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
436,home_delivery,2,83,FedEx Envelope,45.95,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
437,home_delivery,2,83,FedEx Pak,51.91,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
438,home_delivery,2,83,FedEx Box,59.12,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
439,home_delivery,2,83,FedEx Tube,68.98,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
440,home_delivery,2,83,Your Packaging,82.43,pdf_page_107,23,"['', '83', '45.95', '51.91', '59.12', '68.98', '82.43', '98.07', '101.70']",pdfplumber
441,ground,2,84,FedEx Envelope,47.78,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
442,ground,2,84,FedEx Pak,53.97,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
443,ground,2,84,FedEx Box,60.84,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
444,ground,2,84,FedEx Tube,69.65,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
445,ground,2,84,Your Packaging,84.46,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
446,home_delivery,2,84,FedEx Envelope,47.78,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
447,home_delivery,2,84,FedEx Pak,53.97,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
448,home_delivery,2,84,FedEx Box,60.84,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
449,home_delivery,2,84,FedEx Tube,69.65,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
450,home_delivery,2,84,Your Packaging,84.46,pdf_page_107,24,"['', '84', '47.78', '53.97', '60.84', '69.65', '84.46', '99.24', '102.48']",pdfplumber
451,ground,2,85,FedEx Envelope,49.06,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
452,ground,2,85,FedEx Pak,53.98,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
453,ground,2,85,FedEx Box,60.88,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
454,ground,2,85,FedEx Tube,70.77,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
455,ground,2,85,Your Packaging,84.97,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
456,home_delivery,2,85,FedEx Envelope,49.06,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
457,home_delivery,2,85,FedEx Pak,53.98,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
458,home_delivery,2,85,FedEx Box,60.88,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
459,home_delivery,2,85,FedEx Tube,70.77,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
460,home_delivery,2,85,Your Packaging,84.97,pdf_page_107,25,"['', '85', '49.06', '53.98', '60.88', '70.77', '84.97', '100.31', '103.59']",pdfplumber
461,ground,2,91,FedEx Envelope,59.93,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
462,ground,2,91,FedEx Pak,62.50,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
463,ground,2,91,FedEx Box,69.43,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
464,ground,2,91,FedEx Tube,76.88,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
465,ground,2,91,Your Packaging,91.46,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
466,home_delivery,2,91,FedEx Envelope,59.93,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
467,home_delivery,2,91,FedEx Pak,62.50,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
468,home_delivery,2,91,FedEx Box,69.43,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
469,home_delivery,2,91,FedEx Tube,76.88,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
470,home_delivery,2,91,Your Packaging,91.46,pdf_page_107,27,"['', '91', '59.93', '62.50', '69.43', '76.88', '91.46', '106.82', '112.56']",pdfplumber
471,ground,2,92,FedEx Envelope,61.27,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
472,ground,2,92,FedEx Pak,63.09,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
473,ground,2,92,FedEx Box,69.80,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
474,ground,2,92,FedEx Tube,77.62,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
475,ground,2,92,Your Packaging,92.58,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
476,home_delivery,2,92,FedEx Envelope,61.27,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
477,home_delivery,2,92,FedEx Pak,63.09,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
478,home_delivery,2,92,FedEx Box,69.80,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
479,home_delivery,2,92,FedEx Tube,77.62,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
480,home_delivery,2,92,Your Packaging,92.58,pdf_page_107,28,"['', '92', '61.27', '63.09', '69.80', '77.62', '92.58', '106.84', '112.89']",pdfplumber
481,ground,2,93,FedEx Envelope,62.06,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
482,ground,2,93,FedEx Pak,63.69,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
483,ground,2,93,FedEx Box,71.12,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
484,ground,2,93,FedEx Tube,77.63,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
485,ground,2,93,Your Packaging,92.59,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
486,home_delivery,2,93,FedEx Envelope,62.06,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
487,home_delivery,2,93,FedEx Pak,63.69,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
488,home_delivery,2,93,FedEx Box,71.12,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
489,home_delivery,2,93,FedEx Tube,77.63,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
490,home_delivery,2,93,Your Packaging,92.59,pdf_page_107,29,"['', '93', '62.06', '63.69', '71.12', '77.63', '92.59', '106.85', '112.90']",pdfplumber
491,ground,2,94,FedEx Envelope,62.38,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
492,ground,2,94,FedEx Pak,65.37,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
493,ground,2,94,FedEx Box,71.47,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
494,ground,2,94,FedEx Tube,78.63,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
495,ground,2,94,Your Packaging,94.55,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
496,home_delivery,2,94,FedEx Envelope,62.38,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
497,home_delivery,2,94,FedEx Pak,65.37,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
498,home_delivery,2,94,FedEx Box,71.47,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
499,home_delivery,2,94,FedEx Tube,78.63,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
500,home_delivery,2,94,Your Packaging,94.55,pdf_page_107,30,"['', '94', '62.38', '65.37', '71.47', '78.63', '94.55', '106.87', '115.14']",pdfplumber
501,ground,2,95,FedEx Envelope,63.23,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
502,ground,2,95,FedEx Pak,65.96,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
503,ground,2,95,FedEx Box,71.95,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
504,ground,2,95,FedEx Tube,79.70,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
505,ground,2,95,Your Packaging,94.83,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
506,home_delivery,2,95,FedEx Envelope,63.23,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
507,home_delivery,2,95,FedEx Pak,65.96,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
508,home_delivery,2,95,FedEx Box,71.95,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
509,home_delivery,2,95,FedEx Tube,79.70,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
510,home_delivery,2,95,Your Packaging,94.83,pdf_page_107,31,"['', '95', '63.23', '65.96', '71.95', '79.70', '94.83', '107.24', '116.38']",pdfplumber
511,ground,2,102,FedEx Envelope,71.56,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
512,ground,2,102,FedEx Pak,71.73,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
513,ground,2,102,FedEx Box,78.57,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
514,ground,2,102,FedEx Tube,85.14,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
515,ground,2,102,Your Packaging,100.22,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
516,home_delivery,2,102,FedEx Envelope,71.56,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
517,home_delivery,2,102,FedEx Pak,71.73,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
518,home_delivery,2,102,FedEx Box,78.57,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
519,home_delivery,2,102,FedEx Tube,85.14,pdf_page_108,4,"['', '102', '71.56', '71.73', '78.57', '85.14', '100.22', '111.02', '122.28']",pdfplumber
