row_id,service,zone,weight_lbs,packaging,rate_usd,page,source_row,source_data,extraction_method
792,ground,2,11,FedEx Pak,12.23,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
793,ground,2,11,FedEx Box,40.44,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
794,ground,2,11,FedEx Tube,42.90,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
795,ground,2,11,Your Packaging,84.88,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
796,home_delivery,2,11,FedEx Envelope,84.88,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
797,home_delivery,2,11,FedEx Pak,12.23,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
798,home_delivery,2,11,FedEx Box,40.44,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
799,home_delivery,2,11,FedEx Tube,42.90,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
800,home_delivery,2,11,Your Packaging,84.88,pdf_page_109,10,"['', '11', '84.88', '12.23', '40.44', '42.90', '84.88', '10.51', '40.44', '42.90\n45.85\n48.67\n51.50\n54.31']",pdfplumber
801,ground,2,12,FedEx Envelope,88.52,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
802,ground,2,12,FedEx Pak,12.75,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
803,ground,2,12,FedEx Box,43.18,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
804,ground,2,12,FedEx Tube,45.85,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
805,ground,2,12,Your Packaging,88.52,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
806,home_delivery,2,12,FedEx Envelope,88.52,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
807,home_delivery,2,12,FedEx Pak,12.75,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
808,home_delivery,2,12,FedEx Box,43.18,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
809,home_delivery,2,12,FedEx Tube,45.85,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
810,home_delivery,2,12,Your Packaging,88.52,pdf_page_109,11,"['', '12', '88.52', '12.75', '43.18', '45.85', '88.52', '10.70', '43.18', '']",pdfplumber
811,ground,2,13,FedEx Envelope,92.19,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
812,ground,2,13,FedEx Pak,13.13,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
813,ground,2,13,FedEx Box,45.75,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
814,ground,2,13,FedEx Tube,48.67,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
815,ground,2,13,Your Packaging,92.19,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
816,home_delivery,2,13,FedEx Envelope,92.19,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
817,home_delivery,2,13,FedEx Pak,13.13,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
818,home_delivery,2,13,FedEx Box,45.75,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
819,home_delivery,2,13,FedEx Tube,48.67,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
820,home_delivery,2,13,Your Packaging,92.19,pdf_page_109,12,"['', '13', '92.19', '13.13', '45.75', '48.67', '92.19', '10.80', '45.75', '']",pdfplumber
821,ground,2,14,FedEx Envelope,96.01,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
822,ground,2,14,FedEx Pak,13.56,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
823,ground,2,14,FedEx Box,48.10,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
824,ground,2,14,FedEx Tube,51.50,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
825,ground,2,14,Your Packaging,96.01,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
826,home_delivery,2,14,FedEx Envelope,96.01,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
827,home_delivery,2,14,FedEx Pak,13.56,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
828,home_delivery,2,14,FedEx Box,48.10,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
829,home_delivery,2,14,FedEx Tube,51.50,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
830,home_delivery,2,14,Your Packaging,96.01,pdf_page_109,13,"['', '14', '96.01', '13.56', '48.10', '51.50', '96.01', '10.92', '48.10', '']",pdfplumber
831,ground,2,15,FedEx Envelope,99.54,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
832,ground,2,15,FedEx Pak,13.98,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
833,ground,2,15,FedEx Box,50.53,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
834,ground,2,15,FedEx Tube,54.31,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
835,ground,2,15,Your Packaging,99.54,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
836,home_delivery,2,15,FedEx Envelope,99.54,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
837,home_delivery,2,15,FedEx Pak,13.98,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
838,home_delivery,2,15,FedEx Box,50.53,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
839,home_delivery,2,15,FedEx Tube,54.31,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
840,home_delivery,2,15,Your Packaging,99.54,pdf_page_109,14,"['', '15', '99.54', '13.98', '50.53', '54.31', '99.54', '11.03', '50.53', '']",pdfplumber
841,ground,2,21,FedEx Envelope,124.07,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
842,ground,2,21,FedEx Pak,16.55,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
843,ground,2,21,FedEx Box,65.01,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
844,ground,2,21,FedEx Tube,71.66,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
845,ground,2,21,Your Packaging,124.07,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
846,home_delivery,2,21,FedEx Envelope,124.07,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
847,home_delivery,2,21,FedEx Pak,16.55,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
848,home_delivery,2,21,FedEx Box,65.01,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
849,home_delivery,2,21,FedEx Tube,71.66,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
850,home_delivery,2,21,Your Packaging,124.07,pdf_page_109,16,"['', '21', '124.07', '16.55', '65.01', '71.66', '124.07', '11.75', '65.01', '71.66\n74.49\n77.29\n80.11\n82.87']",pdfplumber
851,ground,2,22,FedEx Envelope,127.95,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
852,ground,2,22,FedEx Pak,16.92,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
853,ground,2,22,FedEx Box,67.14,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
854,ground,2,22,FedEx Tube,74.49,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
855,ground,2,22,Your Packaging,127.95,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
856,home_delivery,2,22,FedEx Envelope,127.95,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
857,home_delivery,2,22,FedEx Pak,16.92,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
858,home_delivery,2,22,FedEx Box,67.14,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
859,home_delivery,2,22,FedEx Tube,74.49,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
860,home_delivery,2,22,Your Packaging,127.95,pdf_page_109,17,"['', '22', '127.95', '16.92', '67.14', '74.49', '127.95', '11.76', '67.14', '']",pdfplumber
861,ground,2,23,FedEx Envelope,131.81,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
862,ground,2,23,FedEx Pak,17.37,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
863,ground,2,23,FedEx Box,69.25,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
864,ground,2,23,FedEx Tube,77.29,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
865,ground,2,23,Your Packaging,131.81,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
866,home_delivery,2,23,FedEx Envelope,131.81,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
867,home_delivery,2,23,FedEx Pak,17.37,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
868,home_delivery,2,23,FedEx Box,69.25,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
869,home_delivery,2,23,FedEx Tube,77.29,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
870,home_delivery,2,23,Your Packaging,131.81,pdf_page_109,18,"['', '23', '131.81', '17.37', '69.25', '77.29', '131.81', '11.94', '69.25', '']",pdfplumber
871,ground,2,24,FedEx Envelope,136.14,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
872,ground,2,24,FedEx Pak,17.81,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
873,ground,2,24,FedEx Box,71.32,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
874,ground,2,24,FedEx Tube,80.11,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
875,ground,2,24,Your Packaging,136.14,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
876,home_delivery,2,24,FedEx Envelope,136.14,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
877,home_delivery,2,24,FedEx Pak,17.81,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
878,home_delivery,2,24,FedEx Box,71.32,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
879,home_delivery,2,24,FedEx Tube,80.11,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
880,home_delivery,2,24,Your Packaging,136.14,pdf_page_109,19,"['', '24', '136.14', '17.81', '71.32', '80.11', '136.14', '11.95', '71.32', '']",pdfplumber
881,ground,2,25,FedEx Envelope,140.35,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
882,ground,2,25,FedEx Pak,18.31,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
883,ground,2,25,FedEx Box,73.61,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
884,ground,2,25,FedEx Tube,82.87,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
885,ground,2,25,Your Packaging,140.35,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
886,home_delivery,2,25,FedEx Envelope,140.35,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
887,home_delivery,2,25,FedEx Pak,18.31,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
888,home_delivery,2,25,FedEx Box,73.61,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
889,home_delivery,2,25,FedEx Tube,82.87,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
890,home_delivery,2,25,Your Packaging,140.35,pdf_page_109,20,"['', '25', '140.35', '18.31', '73.61', '82.87', '140.35', '12.08', '73.61', '']",pdfplumber
891,ground,2,31,FedEx Envelope,160.33,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
892,ground,2,31,FedEx Pak,21.04,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
893,ground,2,31,FedEx Box,87.12,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
894,ground,2,31,FedEx Tube,98.75,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
895,ground,2,31,Your Packaging,160.33,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
896,home_delivery,2,31,FedEx Envelope,160.33,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
897,home_delivery,2,31,FedEx Pak,21.04,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
898,home_delivery,2,31,FedEx Box,87.12,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
899,home_delivery,2,31,FedEx Tube,98.75,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
900,home_delivery,2,31,Your Packaging,160.33,pdf_page_109,22,"['', '31', '160.33', '21.04', '87.12', '98.75', '160.33', '12.79', '87.12', '98.75\n101.11\n103.27\n105.33\n107.24']",pdfplumber
901,ground,2,32,FedEx Envelope,160.88,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
902,ground,2,32,FedEx Pak,21.37,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
903,ground,2,32,FedEx Box,89.19,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
904,ground,2,32,FedEx Tube,101.11,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
905,ground,2,32,Your Packaging,160.88,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
906,home_delivery,2,32,FedEx Envelope,160.88,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
907,home_delivery,2,32,FedEx Pak,21.37,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
908,home_delivery,2,32,FedEx Box,89.19,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
909,home_delivery,2,32,FedEx Tube,101.11,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
910,home_delivery,2,32,Your Packaging,160.88,pdf_page_109,23,"['', '32', '160.88', '21.37', '89.19', '101.11', '160.88', '12.88', '89.19', '']",pdfplumber
911,ground,2,33,FedEx Envelope,164.25,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
912,ground,2,33,FedEx Pak,21.71,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
913,ground,2,33,FedEx Box,91.25,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
914,ground,2,33,FedEx Tube,103.27,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
915,ground,2,33,Your Packaging,164.25,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
916,home_delivery,2,33,FedEx Envelope,164.25,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
917,home_delivery,2,33,FedEx Pak,21.71,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
918,home_delivery,2,33,FedEx Box,91.25,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
919,home_delivery,2,33,FedEx Tube,103.27,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
920,home_delivery,2,33,Your Packaging,164.25,pdf_page_109,24,"['', '33', '164.25', '21.71', '91.25', '103.27', '164.25', '12.97', '91.25', '']",pdfplumber
921,ground,2,34,FedEx Envelope,167.94,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
922,ground,2,34,FedEx Pak,22.14,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
923,ground,2,34,FedEx Box,93.26,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
924,ground,2,34,FedEx Tube,105.33,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
925,ground,2,34,Your Packaging,167.94,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
926,home_delivery,2,34,FedEx Envelope,167.94,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
927,home_delivery,2,34,FedEx Pak,22.14,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
928,home_delivery,2,34,FedEx Box,93.26,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
929,home_delivery,2,34,FedEx Tube,105.33,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
930,home_delivery,2,34,Your Packaging,167.94,pdf_page_109,25,"['', '34', '167.94', '22.14', '93.26', '105.33', '167.94', '13.16', '93.26', '']",pdfplumber
931,ground,2,35,FedEx Envelope,172.10,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
932,ground,2,35,FedEx Pak,22.58,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
933,ground,2,35,FedEx Box,95.07,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
934,ground,2,35,FedEx Tube,107.24,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
935,ground,2,35,Your Packaging,172.10,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
936,home_delivery,2,35,FedEx Envelope,172.10,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
937,home_delivery,2,35,FedEx Pak,22.58,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
938,home_delivery,2,35,FedEx Box,95.07,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
939,home_delivery,2,35,FedEx Tube,107.24,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
940,home_delivery,2,35,Your Packaging,172.10,pdf_page_109,26,"['', '35', '172.10', '22.58', '95.07', '107.24', '172.10', '13.27', '95.07', '']",pdfplumber
941,ground,2,41,FedEx Envelope,195.41,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
942,ground,2,41,FedEx Pak,24.68,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
943,ground,2,41,FedEx Box,104.97,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
944,ground,2,41,FedEx Tube,118.33,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
945,ground,2,41,Your Packaging,195.41,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
946,home_delivery,2,41,FedEx Envelope,195.41,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
947,home_delivery,2,41,FedEx Pak,24.68,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
948,home_delivery,2,41,FedEx Box,104.97,pdf_page_109,28,"['', '41', '195.41', '24.68', '104.97', '118.33', '195.41', '14.02', '104.97', '118.33\n120.42\n122.56\n124.57\n126.65']",pdfplumber
