Delivery commitment3,col_1,Next day by 8 or 8:30 a.m.4,Next day by 10:30 a.m. or 11 a.m. 5,Next day by 5 p.m.6,2nd day by 10:30 a.m. or 11 a.m.5,2nd day by 5 p.m.6,3rd day by 5 p.m.6
"FedEx®
Envelope",,"FedEx
First
Overnight®","FedEx
Priority
Overnight®","FedEx
Standard
Overnight®","FedEx
2Day® A.M.","FedEx
2Day®","FedEx
Express
Saver®"
up to 8 oz.,,$ 83.52,$ 52.52,$ 49.82,$ 31.06,$ 27.42,$ 23.90
FedEx® Pak,,*,*,*,*,*,*
Fed,,,,,,,
".sbl
ni
thgiew
mumixam
/
gnigakcap
rehto
lla
ni
stnempihS","1lb.
2 lbs.
3
4
5","$ 111.40
118.79
128.23
139.75
142.05","$ 80.40
87.79
97.23
108.75
111.05","$ 69.96
80.46
89.23
95.77
102.83","$ 34.13
34.44
36.47
39.50
43.88","$ 27.42
28.48
30.16
32.65
35.49","$ 23.90
24.35
27.02
29.38
30.99"
,"6
7
8
9
10","155.88
161.46
167.13
171.97
173.56","124.88
130.46
136.13
140.97
142.56","113.34
121.29
128.08
137.81
138.97","47.83
51.89
55.50
59.99
64.62","38.68
41.96
44.90
48.51
52.25","35.40
38.26
39.57
42.23
43.33"
,"11
12
13
14
15","204.91
208.82
212.81
220.78
224.08","173.91
177.82
181.81
189.78
193.08","153.05
161.48
170.78
179.47
184.11","65.50
71.28
72.37
78.85
82.68","54.65
57.65
59.86
63.77
66.88","47.78
52.13
53.24
57.76
60.34"
,"16
17
18
19
20","237.67
249.20
250.53
250.78
251.80","206.67
218.20
219.53
219.78
220.80","192.78
200.14
206.16
211.06
216.47","86.28
90.01
93.25
96.05
99.73","69.79
72.81
75.46
77.70
80.70","62.44
65.04
67.53
69.88
71.23"
,"21
22
23
24
25","271.88
278.09
284.94
288.58
297.19","240.88
247.09
253.94
257.58
266.19","229.73
235.66
242.06
242.70
247.73","103.48
110.42
114.40
116.97
118.05","83.73
86.04
89.13
91.98
93.73","73.58
76.79
81.90
83.97
86.75"
,"26
27
28
29
30","312.59
314.13
327.34
334.10
334.78","281.59
283.13
296.34
303.10
303.78","263.22
267.65
275.38
282.08
285.45","124.75
129.03
129.46
132.25
134.28","97.21
99.68
101.98
104.99
108.63","89.59
92.98
95.31
98.06
98.34"
,"31
32
33
34
35","347.68
354.39
359.69
366.66
367.38","316.68
323.39
328.69
335.66
336.38","294.94
301.36
310.45
317.48
318.19","137.89
141.82
150.79
151.72
152.00","111.56
114.74
117.93
120.41
123.01","101.20
104.08
108.33
108.76
111.91"
,"36
37
38
39
40","380.69
388.84
394.44
400.73
401.38","349.69
357.84
363.44
369.73
370.38","331.55
339.72
345.35
348.36
349.01","155.17
155.53
161.37
161.96
169.64","125.56
128.60
131.85
134.07
137.26","116.10
116.53
119.88
122.08
122.33"
,"41
42
43
44
45","414.26
419.16
429.10
435.72
440.15","383.26
388.16
398.10
404.72
409.15","361.79
366.68
376.55
383.16
391.23","171.60
177.19
181.14
188.79
195.19","138.86
141.69
143.85
147.11
149.25","126.72
129.60
132.02
134.96
135.39"
,"46
47
48
49","446.69
447.35
447.55
447.75","415.69
416.35
416.55
416.75","397.81
398.48
398.77
399.02","199.07
199.48
206.04
206.72","152.25
154.79
157.54
157.86","143.47
144.29
144.55
144.78"
